deli_num,hyp_num,url_len,nor_tld_token,sus_word_token,ip_in_hostname
0,0,8,1,0,1
0,0,13,1,1,1
0,0,10,1,0,1
0,0,16,1,0,1
0,0,14,1,0,0
0,0,20,1,0,1
0,0,16,0,0,1
0,0,24,1,0,1
0,0,28,1,0,1
0,0,17,0,0,1
0,0,13,1,0,1
0,0,24,1,0,1
0,0,15,0,0,1
0,0,14,1,0,1
0,0,23,1,0,1
0,0,13,1,0,1
0,0,13,1,0,1
0,0,12,1,0,1
0,0,13,1,0,1
0,0,13,1,0,1
0,0,12,1,0,1
0,0,14,1,0,1
0,0,17,1,0,1
0,0,14,1,0,1
0,0,13,1,0,1
0,0,13,1,0,1
0,0,15,1,0,1
0,0,21,0,0,1
0,0,15,1,0,1
0,0,13,1,1,1
0,0,23,1,0,1
0,0,15,1,0,1
0,0,22,1,0,1
0,0,10,1,0,1
0,0,21,1,0,1
0,0,22,0,0,1
0,0,21,1,0,1
0,0,12,1,0,1
0,0,14,1,0,1
0,0,9,1,0,1
0,0,13,1,0,1
0,0,14,1,0,1
0,0,21,1,0,1
0,0,13,1,0,1
0,0,14,1,0,1
0,0,13,1,0,1
0,0,27,0,1,1
0,0,21,1,0,1
0,0,50,1,0,1
0,0,48,1,0,1
0,0,10,1,0,1
0,0,13,1,0,1
0,0,9,1,0,1
0,0,21,0,0,1
0,0,28,1,0,1
0,0,15,1,1,1
0,0,13,0,0,1
0,0,25,1,0,1
0,0,21,1,0,1
0,0,7,1,0,1
0,0,22,1,0,1
0,0,25,0,0,1
0,0,48,1,0,1
0,0,19,0,0,1
0,0,8,1,0,1
0,0,25,0,0,1
0,0,15,1,0,1
0,0,11,0,0,1
0,0,21,0,0,1
0,0,12,1,0,1
0,0,13,1,0,1
0,0,13,1,1,1
0,0,14,1,0,1
0,0,19,1,1,1
0,0,13,1,0,1
0,0,15,1,0,1
0,0,19,1,0,1
0,0,14,1,0,1
0,0,13,1,0,1
0,0,16,1,0,1
0,0,9,0,0,1
0,0,17,1,0,1
0,0,24,1,0,1
0,0,10,0,0,1
0,0,14,0,0,1
0,0,14,0,0,1
0,0,13,0,0,1
0,0,13,0,0,1
0,0,24,1,0,1
0,0,12,0,0,1
0,0,23,1,0,1
0,0,24,1,0,1
0,0,24,1,0,1
0,0,9,1,0,1
0,0,19,1,0,1
0,0,11,0,0,1
0,0,12,1,0,1
0,0,19,1,0,1
0,0,14,1,0,1
0,0,13,1,0,1
0,0,25,0,0,1
0,0,13,1,0,1
0,0,15,0,1,1
0,0,11,0,0,1
0,0,11,0,0,1
0,0,11,0,0,1
0,0,10,0,0,1
0,0,9,1,0,1
0,0,10,0,0,1
0,0,10,0,0,1
0,0,10,0,0,1
0,0,10,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,21,1,0,1
0,0,14,1,0,1
0,0,12,1,1,1
0,0,22,1,0,1
0,0,12,1,0,1
0,0,16,0,0,1
0,0,22,1,0,1
0,0,9,1,0,1
0,0,19,1,0,0
0,0,10,1,0,1
0,0,21,1,0,0
0,0,12,0,0,1
0,0,13,1,0,1
0,0,18,1,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,8,1,0,1
3,3,31,0,0,1
0,0,13,1,0,1
0,0,25,0,0,1
0,0,19,0,0,1
0,0,14,1,0,1
0,0,13,1,0,1
0,0,12,1,0,1
0,0,13,1,0,1
0,0,9,1,0,1
0,0,21,1,0,0
0,0,9,1,0,1
0,0,23,1,0,1
0,0,17,1,0,1
0,0,22,1,0,1
0,0,23,1,0,1
0,0,15,1,0,1
0,0,20,0,0,1
0,0,20,0,0,1
0,0,11,1,0,1
0,0,22,1,0,1
0,0,10,1,0,1
0,0,10,1,0,1
0,0,12,1,0,1
0,0,13,1,0,1
0,0,17,1,0,1
0,0,10,1,0,1
0,0,8,1,0,1
0,0,11,1,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,8,1,0,1
0,0,12,1,0,1
0,0,12,1,0,1
0,0,12,1,0,1
0,0,11,1,0,1
0,0,8,1,0,1
0,0,21,1,0,0
3,0,38,0,0,1
0,0,9,0,0,1
0,0,21,1,0,0
3,0,37,0,0,1
0,0,17,1,0,1
0,0,9,0,0,1
0,0,12,1,0,1
0,0,14,0,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,8,1,0,1
0,0,8,1,0,1
0,0,8,1,0,1
0,0,8,1,0,1
0,0,9,1,0,1
0,0,16,1,0,1
0,0,14,0,0,1
0,0,7,0,0,1
0,0,8,1,0,1
0,0,8,1,0,1
0,0,14,1,0,0
0,0,14,1,0,0
0,0,13,1,0,0
0,0,6,0,0,1
0,0,12,1,0,0
0,0,20,1,0,1
0,0,14,0,0,1
0,0,6,0,0,1
0,0,25,0,1,1
0,0,12,0,0,1
0,0,13,1,0,0
0,0,13,1,0,0
0,0,12,0,0,1
0,0,15,1,1,1
0,0,14,1,0,0
3,0,30,1,0,1
0,0,12,1,0,1
0,0,19,0,1,1
0,0,13,1,1,1
0,0,13,1,1,1
0,0,12,1,0,0
0,0,9,1,0,1
0,0,14,1,0,0
0,0,16,1,0,1
0,0,10,1,1,1
0,0,12,1,0,0
0,0,12,1,0,0
0,0,15,0,0,1
3,0,41,0,0,1
0,0,9,1,0,1
0,0,10,1,0,1
0,0,13,1,0,1
0,0,8,0,0,1
0,0,21,1,1,1
0,0,18,0,0,1
0,0,18,1,0,0
0,0,10,0,0,1
0,0,10,0,0,1
0,0,16,1,0,1
0,0,9,1,0,1
0,0,20,1,0,0
0,0,17,0,0,1
0,0,15,1,1,1
0,0,18,1,0,1
0,0,15,0,0,1
0,0,9,1,0,1
0,0,13,1,0,1
0,0,11,1,0,1
0,0,22,1,0,1
0,0,17,1,0,0
0,0,17,1,0,0
0,0,16,1,0,0
0,0,19,1,0,0
0,0,17,1,0,0
0,0,29,1,0,1
1,1,18,0,0,1
0,0,12,1,0,1
0,0,13,1,0,1
0,0,8,1,0,1
0,0,22,1,0,1
0,0,10,1,0,1
0,0,9,1,0,1
0,0,10,1,0,1
0,0,13,1,0,1
0,0,13,1,0,1
0,0,13,1,0,1
0,0,10,0,0,1
0,0,9,1,0,1
0,0,12,0,0,1
0,0,13,1,0,1
0,0,23,1,0,1
0,0,26,1,0,1
0,0,20,1,0,0
0,0,12,1,0,1
0,0,13,1,0,1
0,0,12,1,0,1
0,0,14,1,0,1
0,0,19,1,0,0
0,0,12,1,0,1
0,0,16,1,0,1
0,0,10,1,0,1
0,0,11,0,0,1
0,0,17,1,0,1
0,0,14,1,0,1
0,0,8,1,0,1
0,0,22,1,0,1
0,0,15,0,1,1
0,0,11,0,0,1
0,0,6,0,0,1
0,0,10,0,0,1
0,0,10,0,0,1
0,0,10,0,0,1
0,0,10,0,0,1
0,0,10,0,0,1
0,0,9,1,0,1
0,0,10,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,10,0,0,1
0,0,9,0,0,1
0,0,18,0,0,1
0,0,10,1,0,1
0,0,10,1,0,1
0,0,18,1,0,1
0,0,12,1,0,1
0,0,12,1,0,1
0,0,11,1,0,1
0,0,11,1,0,1
0,0,10,1,0,1
0,0,16,0,0,1
0,0,17,1,0,1
0,0,12,1,0,1
0,0,12,1,0,1
0,0,28,1,0,1
0,0,13,1,0,1
0,0,9,1,0,1
0,0,12,1,0,1
0,0,9,1,0,1
0,0,9,0,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,15,1,0,1
0,0,13,1,0,1
2,2,19,1,0,1
0,0,9,0,0,1
0,0,10,1,0,1
0,0,15,1,0,1
0,0,13,1,0,1
0,0,13,1,0,1
0,0,10,1,0,1
0,0,10,1,0,1
0,0,10,1,0,1
0,0,11,1,0,1
0,0,9,1,0,1
0,0,8,1,0,1
0,0,10,1,0,1
0,0,9,1,0,1
0,0,10,1,0,1
0,0,15,1,0,1
0,0,10,1,0,1
0,0,21,1,1,1
1,1,12,1,0,1
0,0,11,1,0,1
0,0,10,1,0,1
0,0,10,1,0,1
0,0,9,0,0,1
0,0,7,1,0,1
0,0,15,1,0,1
0,0,10,1,0,1
0,0,12,0,1,1
0,0,23,1,0,1
0,0,17,1,0,1
0,0,13,1,0,1
0,0,29,1,0,1
0,0,27,0,0,1
0,0,21,0,0,1
0,0,12,1,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,12,1,0,1
0,0,9,1,0,1
0,0,9,0,0,1
0,0,13,1,0,1
0,0,24,1,0,1
0,0,9,0,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,9,1,0,1
0,0,14,1,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,8,1,0,1
0,0,10,1,0,1
0,0,10,1,0,1
0,0,9,1,0,1
0,0,8,1,0,1
0,0,10,0,0,1
0,0,9,1,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,13,1,0,1
0,0,17,0,0,1
0,0,9,1,0,1
0,0,8,1,0,1
0,0,15,0,1,1
0,0,18,0,0,1
0,0,9,0,0,1
0,0,12,0,0,1
0,0,13,1,0,1
0,0,9,0,0,1
0,0,13,1,0,1
0,0,9,0,0,1
0,0,9,1,0,1
0,0,13,1,0,1
0,0,9,0,0,1
0,0,9,1,0,1
0,0,9,0,0,1
0,0,10,1,0,1
0,0,11,1,0,1
0,0,16,0,0,1
0,0,24,1,0,1
0,0,17,1,1,1
0,0,8,1,0,1
0,0,9,0,0,1
0,0,18,1,0,1
0,0,13,1,0,1
0,0,13,1,0,1
0,0,9,1,0,1
0,0,14,1,0,1
0,0,23,1,0,1
0,0,9,1,0,1
0,0,20,0,0,1
0,0,9,0,0,1
0,0,9,1,0,1
0,0,20,0,0,1
0,0,9,0,0,1
0,0,9,1,0,1
0,0,20,0,0,1
0,0,12,1,0,1
0,0,9,0,0,1
0,0,16,1,0,1
0,0,8,1,0,1
0,0,9,0,0,1
0,0,13,1,0,1
0,0,10,1,0,1
0,0,10,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,8,1,0,1
0,0,7,0,0,1
0,0,7,0,0,1
0,0,21,1,0,0
0,0,10,0,0,1
0,0,9,0,0,1
0,0,17,0,0,1
0,0,9,0,0,1
0,0,21,1,0,0
0,0,21,1,0,0
0,0,9,0,0,1
0,0,10,0,0,1
0,0,20,1,0,1
0,0,8,1,0,1
0,0,9,1,0,1
0,0,11,1,0,1
0,0,12,0,0,1
0,0,11,0,0,1
0,0,9,0,0,1
0,0,18,1,1,1
0,0,17,1,0,1
0,0,6,0,0,1
0,0,15,1,0,0
0,0,7,0,0,1
0,0,8,1,0,1
0,0,12,1,0,1
0,0,9,0,0,1
0,0,14,1,0,0
0,0,10,0,0,1
0,0,12,1,0,0
0,0,14,1,0,0
0,0,12,0,0,1
3,0,41,0,0,1
0,0,14,1,0,0
0,0,9,0,0,1
0,0,12,0,0,1
3,0,33,0,0,1
0,0,10,1,0,1
0,0,15,1,1,1
0,0,29,1,0,1
0,0,21,0,0,1
0,0,20,0,0,1
0,0,9,1,0,1
0,0,13,1,1,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,10,1,0,1
0,0,16,0,0,1
0,0,12,1,0,1
0,0,15,0,0,1
0,0,11,1,0,1
0,0,19,1,0,0
0,0,14,1,0,1
0,0,20,1,0,1
0,0,10,0,0,1
0,0,22,0,1,1
0,0,15,0,1,1
0,0,6,1,0,1
0,0,12,1,0,1
0,0,21,1,0,0
0,0,13,1,0,1
0,0,10,0,0,1
0,0,13,1,0,1
0,0,22,1,0,1
0,0,19,1,0,1
0,0,11,1,0,1
0,0,12,1,0,1
0,0,15,1,0,1
0,0,15,1,0,1
0,0,13,1,0,1
0,0,14,1,0,1
0,0,14,1,0,1
0,0,9,1,0,1
0,0,20,1,0,1
0,0,19,1,0,1
0,0,13,1,0,1
0,0,13,1,1,1
0,0,22,1,0,1
0,0,14,0,0,1
0,0,9,0,0,1
0,0,10,0,0,1
0,0,30,0,0,1
0,0,13,0,0,1
0,0,7,1,0,1
0,0,11,0,0,1
0,0,11,0,0,1
0,0,11,0,0,1
0,0,11,0,0,1
0,0,14,0,1,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,9,0,0,1
0,0,21,1,0,0
0,0,21,1,0,0
0,0,20,1,0,0
0,0,20,1,0,0
0,0,10,1,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,13,1,0,1
0,0,21,1,0,1
0,0,9,0,0,1
0,0,14,1,0,1
0,0,17,1,1,1
0,0,14,1,0,1
0,0,13,1,0,1
0,0,12,1,0,1
0,0,17,1,0,1
0,0,17,1,0,1
0,0,13,1,1,1
0,0,15,1,1,1
0,0,15,1,1,1
0,0,15,1,1,1
0,0,11,1,0,1
0,0,9,1,0,1
0,0,10,1,0,1
0,0,17,1,0,1
0,0,10,0,0,1
0,0,11,1,0,1
0,0,8,1,0,1
1,1,11,1,0,1
0,0,10,1,0,1
0,0,14,1,0,1
0,0,11,1,0,1
0,0,11,1,0,1
0,0,10,1,0,1
0,0,8,1,0,1
0,0,21,1,0,0
0,0,12,1,0,1
0,0,9,1,0,1
0,0,16,1,0,1
0,0,19,0,0,1
0,0,16,0,0,1
0,0,22,1,1,1
0,0,9,0,0,1
0,0,8,1,0,1
0,0,12,1,0,0
0,0,18,0,0,1
0,0,12,1,1,1
0,0,9,1,0,1
0,0,17,0,0,1
0,0,17,0,0,1
0,0,19,0,0,1
0,0,11,1,0,1
0,0,7,0,0,1
0,0,7,1,0,1
0,0,7,0,0,1
0,0,8,1,0,1
0,0,8,1,0,1
0,0,8,1,0,1
0,0,8,1,0,1
0,0,8,1,0,1
0,0,8,1,0,1
0,0,8,1,0,1
0,0,17,0,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,19,1,0,1
0,0,11,1,0,1
0,0,10,1,0,1
0,0,14,1,0,1
0,0,11,1,0,1
0,0,9,1,0,1
0,0,10,1,0,1
0,0,18,0,0,1
0,0,24,1,0,1
0,0,14,1,0,1
1,1,25,0,0,1
0,0,17,0,0,1
0,0,11,1,0,1
0,0,9,0,0,1
3,3,31,0,0,1
2,2,31,0,0,1
0,0,9,0,0,1
0,0,18,0,0,1
0,0,13,1,0,0
0,0,14,1,0,0
0,0,14,1,0,0
0,0,12,1,0,0
0,0,13,1,0,0
0,0,19,0,0,1
0,0,12,1,0,0
0,0,14,1,0,0
0,0,11,0,0,1
0,0,10,1,0,0
0,0,14,1,0,0
0,0,13,1,0,0
0,0,13,1,0,0
0,0,13,1,0,0
3,0,41,0,0,1
3,0,38,0,0,1
0,0,13,1,0,0
0,0,13,1,0,0
0,0,12,1,0,0
0,0,14,1,0,0
0,0,13,1,0,0
0,0,14,1,0,0
0,0,14,1,0,0
0,0,14,1,0,0
0,0,14,1,0,0
0,0,14,1,0,0
0,0,14,1,0,0
0,0,13,1,0,0
0,0,13,1,0,0
0,0,13,1,0,0
0,0,13,1,0,0
0,0,13,1,0,0
0,0,12,1,0,0
0,0,11,1,0,0
3,0,38,0,0,1
3,0,37,0,0,1
0,0,13,1,0,0
0,0,13,1,0,0
0,0,11,1,0,1
0,0,14,1,0,0
0,0,13,0,1,1
0,0,15,1,0,0
0,0,13,1,0,0
0,0,15,1,0,0
0,0,12,1,0,0
0,0,13,1,0,0
0,0,14,1,0,0
0,0,14,1,0,0
0,0,15,1,0,0
0,0,13,1,0,0
0,0,12,1,0,1
0,0,12,1,0,0
0,0,13,1,0,0
3,0,38,0,0,1
0,0,13,1,0,0
0,0,14,1,0,0
0,0,14,1,0,0
0,0,14,1,0,1
0,0,15,1,0,1
0,0,13,1,0,0
0,0,9,0,0,1
0,0,12,1,0,0
3,0,36,0,0,1
0,0,15,1,0,0
0,0,13,1,0,0
0,0,9,1,0,0
0,0,12,1,0,0
0,0,11,1,0,0
0,0,14,1,0,0
0,0,15,1,0,0
0,0,12,1,0,0
4,1,36,0,0,1
0,0,13,1,0,0
3,0,37,0,0,1
0,0,14,1,0,0
0,0,12,1,0,0
0,0,13,1,0,0
0,0,12,1,0,0
0,0,15,1,0,0
0,0,13,1,0,0
0,0,13,1,0,0
0,0,13,1,0,0
0,0,13,1,0,0
0,0,13,1,0,0
0,0,15,1,0,0
3,0,38,0,0,1
0,0,13,1,0,0
0,0,13,1,0,0
0,0,12,1,0,0
0,0,7,0,0,1
0,0,17,1,0,1
0,0,14,1,0,1
0,0,14,1,0,1
0,0,13,0,0,1
0,0,12,0,0,1
0,0,14,1,0,1
1,1,25,0,0,1
0,0,9,0,0,1
0,0,17,0,0,1
0,0,25,0,0,1
0,0,24,0,0,1
0,0,13,1,1,1
0,0,13,1,1,1
0,0,13,1,1,1
0,0,23,0,0,1
0,0,22,0,0,1
0,0,22,0,0,1
0,0,22,0,0,1
0,0,22,0,0,1
0,0,21,0,0,1
0,0,21,0,0,1
1,1,21,0,0,1
0,0,20,0,0,1
0,0,20,0,0,1
0,0,20,0,0,1
0,0,20,0,0,1
0,0,24,0,1,1
0,0,20,0,0,1
0,0,20,0,0,1
0,0,20,0,0,1
0,0,20,0,0,1
0,0,20,0,0,1
0,0,20,0,0,1
0,0,19,0,0,1
0,0,19,0,0,1
0,0,19,0,0,1
0,0,19,0,0,1
0,0,19,0,0,1
0,0,23,0,1,1
0,0,19,0,0,1
0,0,19,0,0,1
0,0,19,0,0,1
0,0,19,0,0,1
0,0,19,0,0,1
0,0,19,0,0,1
0,0,19,0,0,1
0,0,24,0,0,1
0,0,9,1,0,1
0,0,19,0,0,1
0,0,19,0,0,1
0,0,10,0,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,9,1,0,1
0,0,19,0,0,1
0,0,18,0,0,1
0,0,13,0,0,1
0,0,18,0,0,1
0,0,18,0,0,1
0,0,12,0,0,1
0,0,13,0,0,1
0,0,12,1,0,1
0,0,21,0,0,1
0,0,19,0,0,1
0,0,18,0,0,1
0,0,7,0,0,1
0,0,17,0,0,1
0,0,16,0,0,1
0,0,17,0,0,1
0,0,17,0,0,1
0,0,19,0,0,1
0,0,7,0,0,1
0,0,19,0,0,1
0,0,7,0,0,1
0,0,7,0,0,1
0,0,9,0,0,1
0,0,8,1,0,1
0,0,22,0,0,1
0,0,8,1,0,1
0,0,8,1,0,1
0,0,9,0,0,1
0,0,8,1,0,1
0,0,16,0,0,1
0,0,21,0,0,1
0,0,17,0,0,1
0,0,16,0,0,1
0,0,18,0,0,1
0,0,23,0,0,1
0,0,22,0,0,1
0,0,19,0,0,1
0,0,11,1,0,1
0,0,15,0,0,1
0,0,8,1,0,1
0,0,22,0,0,1
0,0,11,1,0,1
